statename,distname,YEAR,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,AUTO THEFT
Arunachal Pradesh,Upper Dibang Valley,2008,0,0,0,3,0
Arunachal Pradesh,Total,2008,79,14,79,445,60
Assam,Barpeta,2008,128,14,16,209,25
Assam,Baska,2008,35,3,7,35,1
Assam,Bongaigaon,2008,60,7,7,138,27
Assam,C.I.D.,2008,0,0,0,1,0
Assam,Cachar,2008,128,43,23,640,183
Assam,Chirang,2008,33,2,4,57,3
Assam,Darrang,2008,59,6,16,136,23
Assam,Dhemaji,2008,66,1,23,152,23
Assam,Dhubri,2008,139,16,15,240,27
Assam,Dibrugarh,2008,89,4,31,587,52
Assam,G.R.P.,2008,8,4,6,155,0
Assam,Goalpara,2008,76,14,9,131,20
Assam,Golaghat,2008,61,15,25,247,49
Assam,Guwahati City,2008,167,20,77,1129,987
Assam,Hailakandi,2008,61,16,5,122,13
Assam,Jorhat,2008,54,5,15,269,85
Assam,Kamrup,2008,113,11,55,704,211
Assam,Karbi Anglong,2008,25,11,9,141,34
Assam,Karimganj,2008,49,6,8,105,6
Assam,Kokrajhar,2008,51,5,8,173,19
Assam,Lakhimpur,2008,91,4,9,177,11
Assam,Morigaon,2008,68,9,12,169,10
Assam,N.C.Hills,2008,14,0,2,43,1
Assam,Nagaon,2008,215,44,74,354,80
Assam,Nalbari,2008,55,6,33,144,35
Assam,R.P.O.,2008,3,5,0,13,0
Assam,Sibsagar,2008,111,3,22,500,65
Assam,Sonitpur,2008,136,7,20,451,64
Assam,Tinsukia,2008,87,17,21,682,41
Assam,Udalguri,2008,57,14,16,108,6
Assam,Total,2008,2239,312,568,8012,2101
Bihar,Araria,2008,40,49,51,234,21
Bihar,Arwal,2008,12,1,4,57,2
Bihar,Aurangabad,2008,56,28,24,307,18
Bihar,Bagaha,2008,49,6,17,217,5
Bihar,Banka,2008,46,14,24,143,7
Bihar,Begusarai,2008,110,18,67,275,39
Bihar,Bettiah,2008,51,7,18,243,16
Bihar,Bhabhua,2008,37,6,14,193,14
Bihar,Bhagalpur,2008,133,10,34,699,139
Bihar,Bhojpur,2008,72,16,49,314,64
Bihar,Buxar,2008,26,9,24,284,44
Bihar,Darbhanga,2008,123,19,15,320,10
Bihar,Gaya,2008,90,35,63,494,169
Bihar,Gopalganj,2008,80,16,41,144,55
Bihar,Jamalpur Rly.,2008,4,8,3,123,8
Bihar,Jamui,2008,38,16,21,138,13
Bihar,Jehanabad,2008,38,15,18,132,9
Bihar,Katihar,2008,103,16,23,152,28
Bihar,Katihar Rly.,2008,9,4,9,232,2
Bihar,Khagaria,2008,48,7,17,99,29
Bihar,Kishanganj,2008,33,7,17,169,16
Bihar,Lakhisarai,2008,34,7,23,133,2
Bihar,Madhepura,2008,45,7,33,140,29
Bihar,Madhubani,2008,51,24,26,345,5
Bihar,Motihari,2008,121,27,50,474,110
Bihar,Munger,2008,61,6,43,312,85
Bihar,Muzaffarpur,2008,136,35,50,875,226
Bihar,Muzaffarpur Rly.,2008,4,4,12,300,19
Bihar,Nalanda,2008,100,10,23,397,65
Bihar,Naugachia,2008,29,2,4,65,2
Bihar,Nawadah,2008,48,10,24,151,19
Bihar,Patna,2008,341,63,312,1455,880
Bihar,Patna Rly.,2008,11,9,12,601,36
Bihar,Purnea,2008,139,29,30,242,48
Bihar,Rohtas,2008,63,22,49,439,24
Bihar,Saharsa,2008,41,13,70,131,10
Bihar,Samastipur,2008,74,8,28,381,49
Bihar,Saran,2008,98,29,60,455,55
Bihar,Sheikhpura,2008,25,2,7,85,8
Bihar,Sheohar,2008,19,5,9,44,7
Bihar,Sitamarhi,2008,70,26,36,311,95
Bihar,Siwan,2008,67,22,72,231,85
Bihar,Supaul,2008,54,6,31,181,16
Bihar,Vaishali,2008,218,13,35,489,92
Bihar,Total,2008,3047,686,1592,13206,2675
Chhattisgarh,Balrampur,2008,7,4,20,33,1
Chhattisgarh,Bilaspur,2008,33,6,55,869,307
Chhattisgarh,Bizapur,2008,8,11,6,4,0
Chhattisgarh,Dantewara,2008,8,25,1,47,13
Chhattisgarh,Dhamtari,2008,4,5,11,151,52
Chhattisgarh,Durg,2008,18,5,61,822,323
Chhattisgarh,Grp Raipur,2008,0,0,4,195,20
Chhattisgarh,Jagdalpur,2008,13,11,13,128,55
Chhattisgarh,Janjgir,2008,8,3,34,319,86
Chhattisgarh,Jashpur,2008,46,6,24,126,26
Chhattisgarh,Kabirdham,2008,5,3,13,141,20
Chhattisgarh,Kanker,2008,10,14,13,77,13
Chhattisgarh,Korba,2008,12,4,36,293,133
Chhattisgarh,Koriya,2008,5,4,13,159,27
Chhattisgarh,Mahasamund,2008,8,1,5,155,37
Chhattisgarh,Narayanpur,2008,1,7,0,8,4
Chhattisgarh,Raigarh,2008,10,2,28,448,162
Chhattisgarh,Raipur,2008,46,5,85,1525,672
Chhattisgarh,Rajnandgaon,2008,12,2,23,288,81
Chhattisgarh,Sarguja,2008,9,2,30,162,65
Chhattisgarh,Surajpur,2008,10,4,25,129,25
Chhattisgarh,Total,2008,273,124,500,6079,2122
Goa,North Goa,2008,19,2,8,360,128
Goa,South Goa,2008,17,1,15,241,110
Goa,Total,2008,36,3,23,601,238
Gujarat,Ahmedabad Commr.,2008,172,14,538,5485,3239
Gujarat,Ahmedabad Rural,2008,36,14,37,354,124
Gujarat,Ahwa-Dang,2008,2,0,0,13,4
Gujarat,Amreli,2008,60,0,6,218,69
Gujarat,Anand,2008,51,12,16,508,172
Gujarat,Bharuch,2008,34,13,22,371,121
Gujarat,Bhavnagar,2008,90,11,52,857,328
Gujarat,Dahod,2008,43,33,55,167,89
Gujarat,Gandhinagar,2008,44,6,34,606,250
Gujarat,Himatnagar,2008,37,11,19,206,71
Gujarat,Jamnagar,2008,30,14,22,410,162
Gujarat,Junagadh,2008,48,13,49,719,268
Gujarat,Kheda North,2008,41,5,13,393,81
Gujarat,Kutch,2008,44,4,34,656,254
Gujarat,Mehsana,2008,54,10,33,652,215
Gujarat,Narmada,2008,7,0,1,38,13
Gujarat,Navsari,2008,9,0,5,84,46
Gujarat,Palanpur,2008,43,9,31,413,137
Gujarat,Panchmahal,2008,55,3,13,208,84
Gujarat,Patan,2008,29,4,18,371,71
Gujarat,Porbandar,2008,12,0,6,89,22
Gujarat,Rajkot Commr.,2008,54,9,68,1394,784
Gujarat,Rajkot Rural,2008,47,13,26,425,190
Gujarat,Surat Commr.,2008,131,24,146,3049,1939
Gujarat,Surat Rural,2008,11,5,9,122,56
Gujarat,Surendranagar,2008,44,3,12,195,66
Gujarat,Tapi,2008,3,3,3,42,20
Gujarat,Vadodara Commr.,2008,34,9,23,1415,827
Gujarat,Vadodara Rural,2008,39,6,10,191,76
Gujarat,Valsad,2008,15,4,8,229,121
Gujarat,W.Rly,2008,4,4,13,835,48
Gujarat,Total,2008,1323,256,1322,20715,9947
Haryana,Ambala,2008,55,2,15,419,217
Haryana,Bhiwani,2008,47,12,25,560,291
Haryana,Faridabad,2008,109,4,32,945,691
Haryana,Fatehabad,2008,25,1,5,298,162
Haryana,Grp,2008,7,1,22,497,108
Haryana,Gurgaon,2008,89,36,111,2843,2063
Haryana,Hissar,2008,43,1,23,560,332
Haryana,Jhajjar,2008,26,5,18,268,152
Haryana,Jind,2008,29,1,18,296,189
Haryana,Kaithal,2008,16,5,6,194,116
Haryana,Karnal,2008,35,6,23,681,373
Haryana,Kurukshetra,2008,30,2,23,582,270
Haryana,Mahendragarh,2008,26,1,4,196,102
Haryana,Mewat,2008,21,4,11,212,124
Haryana,Palwal,2008,32,5,22,354,268
Haryana,Panchkula,2008,26,6,14,427,201
Haryana,Panipat,2008,52,3,27,845,613
Haryana,Rewari,2008,27,4,29,429,253
Haryana,Rohtak,2008,32,4,30,596,369
Haryana,Sirsa,2008,25,3,8,334,173
Haryana,Sonipat,2008,59,11,69,659,331
Haryana,Yamunanagar,2008,43,3,20,514,276
Haryana,Total,2008,854,120,555,12709,7674
Himachal Pradesh,Bilaspur,2008,7,0,2,64,8
Himachal Pradesh,Chamba,2008,16,0,1,52,5
Himachal Pradesh,G.R.P.,2008,0,0,0,3,0
Himachal Pradesh,Hamirpur,2008,12,0,0,75,23
Himachal Pradesh,Kangra,2008,20,0,4,249,69
Himachal Pradesh,Kinnaur,2008,2,0,1,9,1
Himachal Pradesh,Kullu,2008,19,0,2,80,14
Himachal Pradesh,Lahaul-Spiti,2008,0,0,0,1,1
Himachal Pradesh,Mandi,2008,14,0,3,98,29
Himachal Pradesh,Shimla,2008,20,1,3,225,60
Himachal Pradesh,Sirmaur,2008,14,1,0,85,27
Himachal Pradesh,Solan,2008,15,3,4,126,69
Himachal Pradesh,Una,2008,12,1,0,85,26
Himachal Pradesh,Total,2008,151,6,20,1152,332
Jammu & Kashmir,Anantnag,2008,74,1,7,149,38
Jammu & Kashmir,Awantipora,2008,13,0,1,39,2
Jammu & Kashmir,Bandipora,2008,45,0,3,57,1
Jammu & Kashmir,Baramulla,2008,63,0,4,144,19
Jammu & Kashmir,Budgam,2008,66,0,4,186,12
Jammu & Kashmir,Crime Jammu,2008,0,0,0,1,0
Jammu & Kashmir,Crime Srinagar,2008,0,0,0,1,0
Jammu & Kashmir,Doda,2008,24,0,0,39,1
Jammu & Kashmir,Ganderbal,2008,23,0,2,41,8
Jammu & Kashmir,Handwara,2008,17,0,0,29,1
Jammu & Kashmir,Jammu,2008,51,1,3,572,335
Jammu & Kashmir,Kargil,2008,1,0,0,4,0
Jammu & Kashmir,Kathua,2008,19,0,0,71,21
Jammu & Kashmir,Kishtwar,2008,12,0,0,35,1
Jammu & Kashmir,Kulgam,2008,45,0,7,64,4
Jammu & Kashmir,Kupwara,2008,22,0,1,29,2
Jammu & Kashmir,Leh,2008,3,0,1,16,2
Jammu & Kashmir,Poonch,2008,25,0,3,36,2
Jammu & Kashmir,Pulwama,2008,30,0,11,62,5
Jammu & Kashmir,Railways,2008,1,0,0,11,0
Jammu & Kashmir,Rajouri,2008,28,0,3,51,3
Jammu & Kashmir,Ramban,2008,14,1,0,37,2
Jammu & Kashmir,Reasi,2008,10,0,1,37,7
Jammu & Kashmir,Samba,2008,9,0,1,45,16
Jammu & Kashmir,Shopian,2008,16,0,5,62,4
Jammu & Kashmir,Srinagar,2008,79,0,9,329,185
Jammu & Kashmir,Udhampur,2008,14,0,1,51,18
Jammu & Kashmir,Total,2008,704,3,67,2198,689
Jharkhand,Bokaro,2008,41,21,27,658,141
Jharkhand,Chaibasa,2008,7,7,16,131,27
Jharkhand,Chatra,2008,17,14,27,97,9
Jharkhand,Deoghar,2008,11,18,22,152,61
Jharkhand,Dhanbad,2008,88,38,59,788,276
Jharkhand,Dhanbad Rly.,2008,1,16,12,110,9
Jharkhand,Dumka,2008,26,6,17,201,12
Jharkhand,Garhwa,2008,27,18,30,85,1
Jharkhand,Giridih,2008,52,41,45,353,47
Jharkhand,Godda,2008,41,5,16,160,0
Jharkhand,Gumla,2008,37,20,62,97,58
Jharkhand,Hazaribagh,2008,65,32,55,465,133
Jharkhand,Jamshedpur,2008,36,20,59,890,325
Jharkhand,Jamshedpur Rly.,2008,0,3,6,122,10
Jharkhand,Jamtara,2008,9,0,4,64,6
Jharkhand,Khunti,2008,13,6,16,40,3
Jharkhand,Koderma,2008,16,2,9,120,28
Jharkhand,Latehar,2008,14,22,19,73,2
Jharkhand,Lohardagga,2008,18,14,19,88,25
Jharkhand,Pakur,2008,18,2,7,88,23
Jharkhand,Palamu,2008,57,20,41,188,34
Jharkhand,Ramgarh,2008,20,18,29,288,75
Jharkhand,Ranchi,2008,117,49,112,1624,766
Jharkhand,Sahebganj,2008,35,4,9,134,31
Jharkhand,Saraikela,2008,14,13,24,199,55
Jharkhand,Simdega,2008,12,7,19,54,8
Jharkhand,Total,2008,792,416,761,7269,2165
Karnataka,Bagalkot,2008,22,1,8,128,52
Karnataka,Bangalore Commr.,2008,159,88,702,9681,5605
Karnataka,Bangalore Rural,2008,22,29,49,527,244
Karnataka,Belgaum,2008,59,3,53,599,256
Karnataka,Bellary,2008,19,5,24,284,135
Karnataka,Bidar,2008,23,3,24,203,57
Karnataka,Bijapur,2008,23,6,19,151,75
Karnataka,Cbpura,2008,17,2,13,209,53
Karnataka,Chamarajnagar,2008,7,4,10,128,31
Karnataka,Chickmagalur,2008,23,4,26,201,49
Karnataka,Chitradurga,2008,20,5,29,281,114
Karnataka,Dakshin Kannada,2008,10,5,38,256,145
Karnataka,Davanagere,2008,35,3,16,268,103
Karnataka,Dharwad Commr.,2008,15,8,78,422,245
Karnataka,Dharwad Rural,2008,6,3,7,49,12
Karnataka,Gadag,2008,10,2,6,87,41
Karnataka,Gulbarga,2008,47,10,74,297,119
Karnataka,Hassan,2008,28,9,35,368,186
Karnataka,Haveri,2008,12,5,9,118,42
Karnataka,K.G.F.,2008,5,1,10,64,19
Karnataka,Kodagu,2008,6,2,9,105,13
Karnataka,Kolar,2008,15,6,14,213,64
Karnataka,Koppal,2008,12,2,11,107,38
Karnataka,Mandya,2008,14,8,18,362,169
Karnataka,Mysore Commr.,2008,30,1,92,630,416
Karnataka,Mysore Rural,2008,14,8,14,228,49
Karnataka,Raichur,2008,21,3,20,137,54
Karnataka,Railways,2008,2,3,28,301,7
Karnataka,Ramanagar,2008,19,11,41,409,183
Karnataka,Shimoga,2008,27,5,65,326,138
Karnataka,Tumkur,2008,18,17,41,453,129
Karnataka,Udupi,2008,7,4,19,133,76
Karnataka,Uttar Kannada,2008,11,4,13,95,41
Karnataka,Total,2008,758,270,1615,17820,8960
Kerala,Alapuzha,2008,20,11,59,348,112
Kerala,Ernakulam Commr.,2008,12,1,31,313,95
Kerala,Ernakulam Rural,2008,13,12,74,451,148
Kerala,Idukki,2008,15,6,16,268,60
Kerala,Kannur,2008,13,3,73,210,96
Kerala,Kasargod,2008,15,4,21,178,76
Kerala,Kollam,2008,23,5,49,474,199
Kerala,Kottayam,2008,16,2,75,404,103
Kerala,Kozhikode Commr.,2008,12,9,100,295,129
Kerala,Kozhikode Rural,2008,7,3,24,254,74
Kerala,Malappuram,2008,13,3,47,480,189
Kerala,Palakkad,2008,15,5,39,273,132
Kerala,Pathanamthitta,2008,10,2,24,209,64
Kerala,Railways,2008,0,1,1,148,0
Kerala,Thrissur,2008,17,10,61,453,144
Kerala,Trivandrum Commr.,2008,18,1,57,494,211
Kerala,Trivandrum Rural,2008,25,10,52,445,122
Kerala,Wayanadu,2008,9,3,13,121,27
Kerala,Total,2008,253,91,816,5818,1981
Madhya Pradesh,Alirajpur,2008,14,1,3,86,29
Madhya Pradesh,Anuppur,2008,4,2,14,83,32
Madhya Pradesh,Ashok Nagar,2008,3,1,8,142,38
Madhya Pradesh,Balaghat,2008,8,1,18,199,41
Madhya Pradesh,Barwani,2008,6,0,11,218,71
Madhya Pradesh,Betul,2008,26,0,29,240,60
Madhya Pradesh,Bhind,2008,13,6,93,223,86
Madhya Pradesh,Bhopal,2008,42,3,227,2572,1348
Madhya Pradesh,Bhopal Rly.,2008,3,1,7,938,15
Madhya Pradesh,Burhanpur,2008,2,34,6,119,30
Madhya Pradesh,Chhatarpur,2008,26,2,59,351,73
Madhya Pradesh,Chhindwara,2008,13,0,10,293,77
Madhya Pradesh,Damoh,2008,13,0,25,149,67
Madhya Pradesh,Datiya,2008,17,0,53,157,35
Madhya Pradesh,Dewas,2008,18,1,29,638,215
Madhya Pradesh,Dhar,2008,29,13,28,513,242
Madhya Pradesh,Dindori,2008,1,1,4,27,7
Madhya Pradesh,Guna,2008,14,3,16,261,89
Madhya Pradesh,Gwalior,2008,62,10,161,1897,1285
Madhya Pradesh,Harda,2008,9,0,13,117,48
Madhya Pradesh,Hoshangabad,2008,19,2,32,427,163
Madhya Pradesh,Indore,2008,61,7,354,4660,3340
Madhya Pradesh,Indore Rly.,2008,0,0,8,189,0
Madhya Pradesh,Jabalpur,2008,52,1,148,1065,156
Madhya Pradesh,Jabalpur Rly.,2008,1,3,5,218,4
Madhya Pradesh,Jhabua,2008,18,5,16,113,59
Madhya Pradesh,Katni,2008,7,0,14,217,94
Madhya Pradesh,Khandwa,2008,12,4,18,317,102
Madhya Pradesh,Khargon,2008,8,2,23,596,155
Madhya Pradesh,Mandla,2008,3,1,4,59,14
Madhya Pradesh,Mandsaur,2008,19,6,36,332,66
Madhya Pradesh,Morena,2008,35,5,74,490,272
Madhya Pradesh,Narsinghpur,2008,5,0,26,197,76
Madhya Pradesh,Neemuch,2008,12,0,9,274,102
Madhya Pradesh,Panna,2008,7,0,14,86,22
Madhya Pradesh,Raisen,2008,24,0,17,223,53
Madhya Pradesh,Rajgarh,2008,28,2,19,323,88
Madhya Pradesh,Ratlam,2008,16,2,29,290,92
Madhya Pradesh,Rewa,2008,27,0,56,606,232
Madhya Pradesh,Sagar,2008,31,2,61,551,203
Madhya Pradesh,Satna,2008,20,5,64,577,275
Madhya Pradesh,Seoni,2008,16,0,7,109,35
Madhya Pradesh,Shahdol,2008,13,2,36,200,49
Madhya Pradesh,Shajapur,2008,16,4,44,464,128
Madhya Pradesh,Sheopur,2008,10,0,17,59,16
Madhya Pradesh,Shivpuri,2008,31,4,46,257,88
Madhya Pradesh,Sidhi,2008,17,0,20,170,18
Madhya Pradesh,Sihore,2008,20,7,18,332,92
Madhya Pradesh,Singrauli,2008,13,2,5,171,21
Madhya Pradesh,Tikamgarh,2008,13,4,30,160,46
Madhya Pradesh,Ujjain,2008,32,9,147,1154,437
Madhya Pradesh,Umariya,2008,6,0,4,95,30
Madhya Pradesh,Vidisha,2008,14,2,19,379,117
Madhya Pradesh,Total,2008,929,160,2234,24583,10533
Maharashtra,Ahmednagar,2008,51,55,117,1472,506
Maharashtra,Akola,2008,35,8,54,1002,119
Maharashtra,Amravati Commr.,2008,10,4,35,633,133
Maharashtra,Amravati Rural,2008,18,10,33,1003,76
Maharashtra,Aurangabad Commr.,2008,38,2,71,975,355
Maharashtra,Aurangabad Rural,2008,11,21,50,487,109
Maharashtra,Beed,2008,39,45,85,617,188
Maharashtra,Bhandara,2008,14,7,19,617,76
Maharashtra,Buldhana,2008,28,23,44,851,119
Maharashtra,Chandrapur,2008,34,5,37,920,133
Maharashtra,Dhule,2008,8,64,19,384,123
Maharashtra,Gadchiroli,2008,13,4,11,123,17
Maharashtra,Gondia,2008,14,3,18,355,86
Maharashtra,Hingoli,2008,10,13,34,166,27
Maharashtra,Jalgaon,2008,29,19,47,777,162
Maharashtra,Jalna,2008,13,15,56,346,84
Maharashtra,Kolhapur,2008,30,33,47,943,335
Maharashtra,Latur,2008,29,16,46,503,158
Maharashtra,Mumbai Commr.,2008,189,35,328,12972,4068
Maharashtra,Mumbai Rly.,2008,8,5,36,1938,0
Maharashtra,Nagpur Commr.,2008,43,14,321,2062,871
Maharashtra,Nagpur Rly.,2008,3,10,17,1010,13
Maharashtra,Nagpur Rural,2008,24,11,37,891,118
Maharashtra,Nanded,2008,29,32,64,477,143
Maharashtra,Nandurbar,2008,10,3,21,224,69
Maharashtra,Nasik Commr.,2008,34,22,78,1353,668
Maharashtra,Nasik Rural,2008,33,32,36,559,156
Maharashtra,Navi Mumbai,2008,26,20,118,1722,918
Maharashtra,Osmanabad,2008,22,37,28,395,100
Maharashtra,Parbhani,2008,17,22,71,355,101
Maharashtra,Pune Commr.,2008,110,37,379,5509,3262
Maharashtra,Pune Rly.,2008,1,4,10,378,0
Maharashtra,Pune Rural,2008,46,34,89,1400,696
Maharashtra,Raigad,2008,6,15,14,320,68
Maharashtra,Ratnagiri,2008,15,4,10,236,45
Maharashtra,Sangli,2008,21,5,25,615,217
Maharashtra,Satara,2008,21,24,73,1099,351
Maharashtra,Sindhudurg,2008,2,0,4,120,18
Maharashtra,Solapur Commr.,2008,12,3,32,464,212
Maharashtra,Solapur Rural,2008,48,27,82,682,190
Maharashtra,Thane Commr.,2008,103,20,132,2514,1157
Maharashtra,Thane Rural,2008,50,30,70,1101,396
Maharashtra,Wardha,2008,26,6,42,841,77
Maharashtra,Washim,2008,22,8,36,469,50
Maharashtra,Yavatmal,2008,34,4,55,980,130
Maharashtra,Total,2008,1379,811,3031,52860,16900
Manipur,Bishnupur,2008,14,0,0,35,9
Manipur,Chandel,2008,2,0,0,3,0
Manipur,Churachandpur,2008,5,0,0,14,6
Manipur,Cid,2008,0,0,0,0,0
Manipur,Imphal East,2008,43,0,1,78,25
Manipur,Imphal West,2008,60,0,0,219,138
Manipur,Senapati,2008,6,0,3,23,2
Manipur,Tamenglong,2008,2,0,0,4,1
Manipur,Thoubal,2008,44,1,3,62,42
Manipur,Ukhrul,2008,0,0,0,8,0
Manipur,Total,2008,176,1,7,446,223
Meghalaya,Garo Hills East,2008,10,8,3,27,6
Meghalaya,Garo Hills South,2008,2,5,1,12,0
Meghalaya,Garo Hills West,2008,9,11,14,142,25
Meghalaya,Jaintia Hills,2008,7,5,11,86,26
Meghalaya,Khasi Hills East,2008,19,9,29,307,66
Meghalaya,Khasi Hills West,2008,5,21,3,24,2
Meghalaya,Ri-Bhoi,2008,4,4,4,71,12
Meghalaya,Total,2008,56,63,65,669,137
Mizoram,Aizawl,2008,1,0,3,393,22
Mizoram,Champhai,2008,1,0,0,72,0
Mizoram,Kolasib,2008,4,3,1,84,0
Mizoram,Lawngtlai,2008,0,0,0,32,0
Mizoram,Lunglei,2008,2,0,2,100,4
Mizoram,Mamit,2008,1,1,0,17,0
Mizoram,Saiha,2008,0,0,0,18,0
Mizoram,Serchhip,2008,0,0,0,31,1
Mizoram,Total,2008,9,4,6,747,27
Nagaland,Dimapur,2008,31,2,66,182,135
Nagaland,Kiphire,2008,0,0,0,6,0
Nagaland,Kohima,2008,5,2,11,43,33
Nagaland,Longleng,2008,0,0,1,0,0
Nagaland,Mokokchung,2008,3,0,2,16,6
Nagaland,Mon,2008,0,0,2,23,2
Nagaland,Peren,2008,0,0,1,4,1
Nagaland,Phek,2008,1,1,0,8,0
Nagaland,Tuensang,2008,0,0,2,2,0
Nagaland,Wokha,2008,4,1,1,42,2
Nagaland,Zunheboto,2008,0,0,1,19,3
Nagaland,Total,2008,44,6,87,345,182
Orissa,Angul,2008,49,17,62,380,67
Orissa,Balasore,2008,47,12,37,321,84
Orissa,Baragarh,2008,8,4,29,150,25
Orissa,Berhampur,2008,22,4,29,128,46
Orissa,Bhadrak,2008,46,8,23,107,18
Orissa,Bolangir,2008,24,7,33,161,41
Orissa,Boudh,2008,2,1,2,23,2
Orissa,Cuttack,2008,35,7,44,199,27
Orissa,Dcp Bbsr,2008,45,14,106,1216,578
Orissa,Dcp Ctc,2008,21,15,66,581,248
Orissa,Deogarh,2008,8,4,10,37,3
Orissa,Dhenkanal,2008,24,11,47,155,28
Orissa,Gajapati,2008,4,5,3,15,4
Orissa,Ganjam,2008,45,14,61,141,36
Orissa,Jagatsinghpur,2008,29,4,29,154,26
Orissa,Jajpur,2008,64,11,47,243,61
Orissa,Jharsuguda,2008,12,14,44,288,76
Orissa,Kalahandi,2008,29,6,29,71,16
Orissa,Kandhamal,2008,15,4,16,45,1
Orissa,Kendrapara,2008,31,15,41,103,22
Orissa,Keonjhar,2008,58,14,87,280,81
Orissa,Khurda,2008,33,11,35,132,20
Orissa,Koraput,2008,28,14,35,135,23
Orissa,Malkangir,2008,8,4,5,46,11
Orissa,Mayurbhanj,2008,51,10,32,252,32
Orissa,Nayagarh,2008,25,12,27,100,12
Orissa,Nowrangpur,2008,21,5,10,83,23
Orissa,Nuapada,2008,17,2,7,70,10
Orissa,Puri,2008,31,11,125,398,95
Orissa,Rayagada,2008,14,8,11,72,5
Orissa,Rourkela,2008,23,2,65,316,82
Orissa,Sambalpur,2008,13,20,72,327,67
Orissa,Sonepur,2008,3,1,5,71,5
Orissa,Srp(Cuttack),2008,4,1,14,320,55
Orissa,Srp(Rourkela),2008,2,0,9,136,25
Orissa,Sundargarh,2008,17,13,48,163,20
Orissa,Total,2008,908,305,1345,7419,1975
Punjab,Amritsar,2008,54,1,21,466,211
Punjab,Amritsar Rural,2008,23,1,2,68,9
Punjab,Barnala,2008,7,1,4,60,11
Punjab,Batala,2008,19,2,2,92,28
Punjab,Bhatinda,2008,44,1,15,431,214
Punjab,Faridkot,2008,13,1,3,140,60
Punjab,Fatehgarh Sahib,2008,16,0,2,161,42
Punjab,Ferozpur,2008,30,0,6,320,162
Punjab,G.R.P,2008,0,1,1,45,10
Punjab,Gurdaspur,2008,25,0,0,142,47
Punjab,Hoshiarpur,2008,22,2,7,181,55
Punjab,Jalandhar,2008,110,2,15,745,303
Punjab,Kapurthala,2008,23,5,17,289,50
Punjab,Khanna,2008,19,6,6,177,60
Punjab,Ludhiana,2008,115,5,17,577,300
Punjab,Ludhiana Rural,2008,21,0,2,120,36
Punjab,Mansa,2008,11,1,3,78,28
Punjab,Moga,2008,24,1,7,136,46
Punjab,Muktsar,2008,12,0,2,115,37
Punjab,Patiala,2008,44,1,1,373,197
Punjab,Ropar,2008,11,0,7,109,43
Punjab,Sangrur,2008,23,6,13,231,80
Punjab,Sas Ngr,2008,28,1,3,353,119
Punjab,Sbs Nagar,2008,7,0,9,74,22
Punjab,Tarn Taran,2008,17,2,2,80,12
Punjab,Total,2008,718,40,167,5563,2182
Rajasthan,Ajmer,2008,102,2,31,701,303
Rajasthan,Alwar,2008,142,0,38,1272,665
Rajasthan,Banswara,2008,50,0,10,108,28
Rajasthan,Baran,2008,45,4,13,285,60
Rajasthan,Barmer,2008,24,0,6,181,64
Rajasthan,Bharatpur,2008,100,5,34,882,368
Rajasthan,Bhilwara,2008,68,1,45,711,333
Rajasthan,Bikaner,2008,29,2,16,367,117
Rajasthan,Bundi,2008,70,0,8,243,97
Rajasthan,Chittorgarh,2008,104,1,21,502,184
Rajasthan,Churu,2008,43,1,4,205,50
Rajasthan,Dausa,2008,61,0,18,820,431
Rajasthan,Dholpur,2008,64,3,20,425,149
Rajasthan,Dungarpur,2008,50,1,15,79,18
Rajasthan,G.R.P.,2008,4,1,6,368,27
Rajasthan,Ganganagar,2008,66,0,7,347,89
Rajasthan,Hanumangarh,2008,35,0,6,201,62
Rajasthan,Jaipur East,2008,64,2,110,2532,1835
Rajasthan,Jaipur North,2008,69,2,26,745,437
Rajasthan,Jaipur Rural,2008,110,9,19,1137,458
Rajasthan,Jaipur South,2008,52,2,46,1539,1006
Rajasthan,Jaisalmer,2008,11,0,4,114,15
Rajasthan,Jalore,2008,27,0,9,149,41
Rajasthan,Jhalawar,2008,66,5,15,395,155
Rajasthan,Jhunjhunu,2008,44,0,3,404,76
Rajasthan,Jodhpur City,2008,43,1,32,759,511
Rajasthan,Jodhpur Rural,2008,31,4,12,251,55
Rajasthan,Karauli,2008,64,6,19,566,257
Rajasthan,Kota City,2008,66,4,75,946,703
Rajasthan,Kota Rural,2008,30,1,17,190,70
Rajasthan,Nagaur,2008,64,0,14,367,120
Rajasthan,Pali,2008,96,0,9,335,128
Rajasthan,Pratapgarh,2008,54,0,5,130,25
Rajasthan,Rajsamand,2008,48,1,12,166,55
Rajasthan,Sawai Madhopur,2008,50,0,17,466,295
Rajasthan,Sikar,2008,48,3,11,417,128
Rajasthan,Sirohi,2008,40,0,13,140,38
Rajasthan,Tonk,2008,50,0,8,314,152
Rajasthan,Udaipur,2008,174,3,55,652,252
Rajasthan,Total,2008,2358,64,829,20411,9857
Sikkim,East,2008,2,1,1,69,5
Sikkim,North,2008,0,0,0,7,0
Sikkim,South,2008,1,0,6,26,2
Sikkim,West,2008,1,0,0,25,2
Sikkim,Total,2008,4,1,7,127,9
Tamil Nadu,Chennai,2008,43,5,41,1545,269
Tamil Nadu,Chennai Rly.,2008,1,0,17,250,8
Tamil Nadu,Chennaisuburban,2008,29,0,16,563,117
